time_res: 6.4e-05
Time taken to load models: 10.02s
Processing file: /hercules/results/atya/BinaryML/sims/runBF/dat_inf_files/obs6927BF.dat
Time taken to do fft and normalize: 1.28s
T_obs: 17.895697066666667
freq_res: 0.0009313225746154785
fft_size: 8388609
Number of signals found: 1286
Time taken for search: 30.28s

---------------------------------------------------------------------------
Index          f Value        period [ms]    z Value        Start Index    Confidence
201            25.778479      11.331676      7.616030       94730          275.496158     
202            28.706236      3.659793       13.393272      293360         275.098849     
203            25.927454      8.262354       19.143661      129930         274.729605     
204            27.566748      6.475050       18.142113      165800         274.626701     
205            26.311031      2.014539       14.509348      532970         274.474713     
206            25.375999      5.979338       16.375050      179550         274.136488     
207            28.547354      2.396218       5.080459       448070         274.090016     
208            25.914719      1.234135       18.641998      870010         272.540566     
209            25.894278      1.021166       21.916653      1051460        272.231647     
210            27.258244      1.758252       14.491243      610660         271.917967     
211            24.489145      1.101144       8.428045       975090         271.468495     
212            25.686609      4.461364       9.155225       240650         271.462287     
213            25.767944      1.540462       9.280833       697000         271.116280     
214            27.416430      1.760702       17.860598      609810         271.056585     
215            27.323042      1.245875       12.513927      861810         270.712835     
216            26.368664      1.429357       21.433544      751180         270.219378     
217            27.091742      1.128536       18.206100      951420         269.264250     
218            29.661100      3.730736       9.351686       287780         267.663384     
219            25.548979      2.687072       9.202916       399570         267.522929     
220            27.002352      9.054465       6.463069       118560         267.431566     
221            27.206024      6.563326       17.861805      163570         266.617250     
222            28.860325      1.038798       15.056095      1033610        265.636803     
223            27.209562      1.394457       9.847307       769980         265.396342     
224            28.137951      1.956640       14.414289      548740         265.206848     
225            27.861156      1.043179       10.756021      1029270        265.162986     
226            28.317223      1.055504       18.533535      1017250        264.918682     
227            26.356390      3.569664       19.696529      300770         264.079086     
228            28.635710      1.054043       9.905018       1018660        263.966499     
229            29.001432      2.055917       6.967994       522240         263.572795     
230            26.021759      1.112737       19.609760      964930         263.137431     
231            29.061615      1.347704       6.800385       796690         261.231146     
232            27.390606      1.119347       10.568077      959230         260.767469     
233            29.759399      1.089839       13.559151      985200         259.791805     
234            27.137455      1.105506       13.634790      971240         259.116979     
235            29.089996      13.096155      6.513689       81960          258.989460     
236            27.393824      1.247395       5.620433       860760         257.553241     
237            26.739481      1.451872       16.755611      739530         256.853773     
238            28.514380      2.394348       4.518291       448420         256.340238     
239            26.092749      15.370768      7.030732       69830          255.758003     
240            26.269205      1.934718       5.127737       554960         255.350130     
241            28.674772      1.127538       7.005929       952260         255.196535     
242            23.611086      1.173779       21.576315      914750         254.315143     
243            26.884855      7.629969       9.529681       140700         254.223276     
244            26.163355      3.320925       11.831211      323300         253.731259     
245            27.026117      1.613419       8.239005       665480         253.182763     
246            28.572248      1.661885       3.023799       646070         252.901614     
247            26.117521      1.695000       15.247444      633450         252.635240     
248            28.809343      1.798476       16.245560      597000         250.860338     
249            21.538538      1.552926       18.238707      691410         250.609264     
250            27.521570      2.731768       14.736647      393030         250.529521     
251            25.083374      3.103972       14.266905      345900         250.165809     
252            27.352175      1.586153       10.547872      676920         249.977584     
253            26.550684      1.210550       14.564018      886960         249.773522     
254            28.124468      12.170063      14.989391      88200          248.953312     
255            25.295942      1.725731       9.109602       622170         248.886799     
256            25.542885      1.070802       14.704043      1002720        248.546827     
257            26.762197      2.735601       7.626786       392480         247.198904     
258            27.642982      1.240133       6.005277       865800         246.570626     
259            27.482141      2.180773       7.019876       492340         246.469280     
260            26.473104      1.035494       13.997675      1036910        246.378914     
261            28.199812      6.682977       7.075209       160640         245.419169     
262            26.283022      2.081031       10.092953      515940         244.209668     
263            24.611473      1.237765       22.708387      867460         243.901908     
264            27.707609      3.345222       3.464941       320950         243.319525     
265            27.966146      3.171515       4.535250       338530         242.346512     
266            24.820818      1.216726       11.344480      882460         241.652178     
267            26.854841      3.021673       9.874742       355320         241.271563     
268            29.499006      1.500395       17.078930      715610         241.177685     
269            27.144812      1.351950       11.690765      794190         240.951370     
270            27.376404      6.688006       20.843552      160520         240.710341     
271            25.788355      1.096577       10.533175      979150         240.493095     
272            27.346724      3.162181       17.682461      339530         240.286275     
273            28.509691      1.762722       8.851181       609110         240.154250     
274            26.460392      6.013122       10.653509      178540         239.286317     
275            25.652571      1.082908       2.861738       991510         238.932219     
276            27.235676      1.088218       11.705588      986670         238.861356     
277            26.478029      24.527826      18.919212      43750          238.849884     
278            26.724798      2.496106       14.033856      430140         238.589168     
279            24.806330      7.356673       14.162063      145930         238.535959     
280            29.591896      2.498006       17.481140      429810         238.424784     
281            25.056889      1.470990       9.525386       729920         238.235241     
282            26.939054      1.776757       17.130203      604300         237.782705     
283            28.102560      1.136947       19.122864      944380         237.425635     
284            28.760469      2.001537       5.230042       536430         237.388899     
285            23.812073      6.870461       20.472710      156260         236.903969     
286            27.602890      1.429488       7.094511       751110         236.483071     
287            26.706961      1.261020       13.880182      851460         235.809580     
288            23.637772      1.053459       12.824671      1019230        235.719179     
289            28.593655      1.503380       19.474243      714190         235.715346     
290            27.478313      4.165059       15.755011      257770         234.620422     
291            26.858152      1.021097       15.218185      1051530        234.046261     
292            26.551020      1.208751       19.003456      888280         233.828549     
293            27.783194      2.989444       12.195715      359150         233.458785     
294            27.540415      1.504435       12.383102      713690         231.751525     
295            27.363668      2.347555       8.709344       457360         231.440203     
296            26.138109      2.343871       15.062321      458080         231.411577     
297            26.255354      7.272395       2.022394       147620         230.043992     
298            24.173601      1.063538       16.035702      1009570        229.779716     
299            28.563265      5.429010       14.912910      197750         229.635269     
300            28.441477      6.209528       0.880101       172890         229.151077     
301            27.117422      2.029769       18.839645      528970         229.007867     
302            29.828432      3.141435       10.976913      341770         227.131417     
303            26.287344      4.187495       20.846626      256390         225.658960     
304            27.604460      1.556943       16.069355      689620         225.016016     
305            27.056908      3.542568       13.820244      303070         224.732225     
306            26.251394      1.214425       9.495049       884130         224.698068     
307            26.823446      7.588988       9.459469       141460         224.469041     
308            26.316568      1.388256       15.799145      773420         224.146117     
309            27.887691      5.606776       15.717367      191480         223.727452     
310            24.068443      1.944466       10.759435      552180         222.746487     
311            25.902250      1.049852       20.533096      1022730        222.624847     
312            26.371637      1.149806       22.756817      933820         222.595658     
313            27.162329      3.322559       14.647469      323140         222.512106     
314            26.761961      6.301791       11.738850      170360         222.452868     
315            26.380442      2.228668       17.084427      481760         222.274991     
316            25.796585      1.599482       9.863720       671280         222.166493     
317            26.086714      3.968941       17.288925      270510         221.715017     
318            27.943621      8.428912       8.443211       127360         221.466368     
319            24.963678      2.326307       18.407009      461540         221.271776     
320            26.988077      1.096923       20.545727      978840         221.143995     
321            26.608023      20.056217      19.024950      53510          220.982704     
322            28.288538      1.345696       12.000036      797880         220.926880     
323            27.952967      1.530663       15.776115      701460         220.383740     
324            26.925409      1.997039       10.222755      537640         220.173170     
325            28.199074      8.114846       12.433137      132290         218.786742     
326            26.646238      1.445656       8.905256       742710         218.246054     
327            30.594128      1.235676       18.189342      868920         218.084340     
328            26.987801      1.182057       20.015562      908340         217.653406     
329            23.834324      16.444766      18.802803      65270          217.278119     
330            25.697687      3.073316       6.217362       349350         217.008296     
331            23.713018      12.376898      14.751747      86730          215.787120     
332            23.571857      6.180393       16.671684      173710         215.342646     
333            27.287670      2.279284       14.554049      471060         215.326115     
334            28.297794      1.431697       11.443425      749950         215.232316     
335            26.592730      3.008046       10.228197      356930         215.143928     
336            25.613930      2.064786       13.495052      520000         214.678949     
337            29.018641      4.390343       19.161034      244540         213.207574     
338            26.112780      1.810248       17.903923      593120         213.176923     
339            29.076517      3.389560       11.230100      316750         212.359002     
340            25.392347      15.001550      21.693298      71550          212.307284     
341            26.212904      1.639836       12.861191      654760         211.987271     
342            25.589365      1.190882       8.569427       901610         211.779680     
343            27.598299      1.671954       14.146172      642180         211.719018     
344            26.045847      1.237948       17.291489      867330         211.569686     
345            25.863386      1.207556       18.684820      889160         211.299526     
346            29.937471      5.255713       9.418203       204270         211.256673     
347            27.111364      6.438957       15.598610      166730         211.167048     
348            25.552820      1.411248       9.296085       760820         210.530051     
349            25.953703      1.820500       5.137295       589780         210.347305     
350            26.668268      3.108001       8.212300       345450         210.284420     
351            27.346048      5.117020       17.083775      209810         209.567622     
352            27.390896      6.522255       13.315713      164600         208.719417     
353            24.765202      4.884313       20.499256      219810         207.766194     
354            26.019382      1.106932       13.642403      969990         207.467903     
355            25.504814      4.210496       19.099686      254990         205.783197     
356            27.767422      14.909402      16.635302      71990          205.400208     
357            22.876993      1.522255       14.303879      705340         205.186532     
358            28.472094      22.259035      7.758391       48210          204.374814     
359            26.237724      2.396498       10.838615      448020         203.968947     
360            27.068056      1.576234       14.674662      681180         202.796977     
361            24.878914      1.428371       11.722184      751700         202.708259     
362            28.672676      11.251774      15.196337      95400          202.490203     
363            28.936991      1.052132       17.297928      1020510        202.337282     
364            28.624449      7.674594       7.076513       139880         202.228611     
365            26.020052      2.430787       11.263441      441700         201.993547     
366            23.950665      2.283566       15.797617      470180         201.929920     
367            24.660330      1.831903       15.098639      586110         201.510236     
368            25.435747      1.287112       13.658874      834200         200.728010     
369            26.029364      4.767185       2.410743       225210         200.693833     
370            28.227835      1.399125       12.480220      767410         200.162864     
371            27.313154      14.796494      14.031541      72540          200.013459     
372            27.529135      1.526595       4.595134       703330         199.771730     
373            28.753168      7.766738       19.936802      138220         199.529874     
374            27.180584      3.852857       8.609005       278660         199.395657     
375            26.652227      1.619186       1.690671       663110         198.621698     
376            25.554838      3.655222       12.330526      293730         198.530381     
377            26.734652      1.495302       4.492893       718050         198.506376     
378            30.640455      7.172114       13.241247      149680         198.231999     
379            27.928501      1.194416       6.417670       898940         198.109096     
380            24.443064      1.676976       20.607227      640260         197.772943     
381            28.889845      1.344128       7.108031       798810         197.584497     
382            24.976109      2.775710       16.606176      386810         197.559123     
383            27.658163      2.936307       4.092083       365650         195.763826     
384            26.431368      1.450676       15.008371      740140         195.733613     
385            25.341808      2.365094       16.850637      453970         195.616114     
386            23.019499      1.659793       11.711267      646890         194.975431     
387            28.652151      4.317615       12.103520      248660         194.932857     
388            26.104111      5.680690       7.754691       188990         194.688152     
389            27.409536      1.296637       8.965712       828070         194.156588     
390            26.990229      1.188666       8.056769       903290         194.089852     
391            29.459173      1.347941       12.219098      796550         194.049158     
392            26.491323      1.169352       17.960934      918210         193.742376     
393            28.258663      2.206992       19.435158      486490         193.551119     
394            28.401804      1.268646       3.020065       846340         193.503658     
395            27.151182      5.302242       10.974388      202480         192.437038     
396            28.892971      2.217701       13.186205      484140         192.388890     
397            27.613508      1.631163       7.785682       658240         192.235794     
398            24.804741      1.331649       19.286659      806300         192.031764     
399            26.978027      1.638208       0.491326       655410         191.169579     
400            27.931940      3.416645       19.524090      314240         191.108554     
401            28.653160      1.940724       8.886354       553240         190.620036     
402            28.092211      3.587293       17.291107      299290         190.311952     
403            26.204529      1.478930       9.908325       726000         189.606242     
404            26.111559      2.139669       17.438231      501800         189.311735     
405            27.601000      2.756311       15.105247      389530         188.841735     
406            29.361712      1.310769       5.936865       819140         188.364157     
407            27.919302      1.453521       12.395382      738690         188.248752     
408            24.728033      1.750748       12.990917      613280         187.784813     
409            28.054235      1.723757       6.405249       622880         187.767909     
410            25.885817      1.071015       20.073936      1002520        187.699974     
411            27.273407      1.065667       21.862293      1007550        187.581665     
412            24.065653      3.221992       11.001900      333230         187.498260     
413            27.607431      1.383532       17.504955      776060         187.220588     
414            24.397821      2.220979       16.688543      483430         187.041933     
415            27.249750      1.855415       10.381909      578680         186.508017     
416            28.751791      1.031741       4.939150       1040680        186.430821     
417            26.240980      1.162667       15.421162      923490         185.210446     
418            27.129787      3.383706       18.324495      317300         184.994363     
419            24.688829      5.945918       20.561586      180560         184.992631     
420            25.120062      2.234285       9.051971       480550         184.771326     
421            26.587893      1.353161       8.036964       793480         184.245269     
422            26.526762      3.092249       16.906193      347210         183.593418     
423            28.693258      1.422535       11.755865      754780         183.128688     
424            26.054827      1.238762       17.016422      866760         183.124441     
425            25.513645      6.984345       22.707317      153710         182.966558     
426            27.499718      1.012880       15.381927      1060060        182.891957     
427            27.289724      2.969605       5.385515       361550         182.827211     
428            25.942333      1.094096       13.746405      981370         182.152941     
429            28.394693      12.884119      9.400955       83310          182.039507     
430            26.868898      1.830553       16.193977      586540         181.708451     
431            28.803812      1.159462       7.655008       926040         181.580683     
432            28.287903      3.244244       3.270226       330940         180.640512     
433            26.379662      6.926188       7.741762       155000         180.607624     
434            27.117836      4.738759       22.503632      226560         180.569988     
435            26.807564      8.501061       5.137979       126280         180.394388     
436            27.723522      1.490009       3.223423       720600         179.941192     
437            26.447084      1.695668       20.126720      633200         179.659148     
438            28.863869      1.081486       11.599359      992810         179.634317     
439            26.485418      2.277451       14.299648      471440         179.102193     
440            29.109697      1.398613       14.045950      767690         177.784191     
441            24.719244      1.170451       15.248980      917350         177.625773     
442            29.125719      4.207796       7.187120       255150         177.569198     
443            27.165312      1.026505       21.252779      1045990        177.151475     
444            26.270193      3.801579       12.708111      282420         176.836751     
445            27.040224      1.805224       7.705097       594770         176.432809     
446            28.139343      1.126250       12.866689      953350         176.265201     
447            26.843195      3.139166       6.308745       342020         175.214989     
448            25.917788      1.235342       20.238129      869160         174.856253     
449            27.380556      3.214436       4.165621       334010         174.473864     
450            27.024206      1.353586       19.446617      793230         174.328242     
451            25.281593      2.061458       14.650837      520840         173.768204     
452            26.295969      1.347811       15.110374      796630         173.348864     
453            27.223448      2.422062       12.379575      443290         173.094725     
454            26.260962      4.836103       13.948468      222000         172.852562     
455            26.799658      2.299840       14.252550      466850         172.175855     
456            26.967138      1.137418       8.534816       943990         172.012418     
457            28.245214      4.093279       12.606594      262290         171.496896     
458            25.419622      4.661240       14.507246      230330         171.482508     
459            28.065725      1.169936       18.081329      917750         171.026918     
460            28.289789      4.609357       15.339329      232920         170.734235     
461            26.489460      13.974374      23.086891      76810          170.729810     
462            25.875780      3.426480       6.189469       313340         170.445880     
463            27.451391      17.631967      5.731140       60870          170.004402     
464            29.290386      2.082512       17.051212      515570         169.683055     
465            28.104853      2.678408       5.894581       400860         169.086967     
466            27.565535      1.435066       10.806400      748190         169.023212     
467            28.340019      1.680115       13.868239      639060         168.272310     
468            27.030443      4.042443       9.406282       265590         168.266996     
469            29.577711      1.558656       13.083415      688860         167.950631     
470            28.487621      1.094272       11.214667      981210         167.929061     
471            25.645084      3.036122       17.922577      353630         167.817719     
472            29.211069      1.928280       10.068181      556810         166.772988     
473            25.985447      1.022002       14.151777      1050600        166.421820     
474            24.588058      6.673988       11.623978      160860         166.006240     
475            25.635567      1.345852       7.613553       797790         165.973291     
476            27.187300      2.660232       15.646773      403600         165.895753     
477            27.142515      1.041147       13.034787      1031280        165.614850     
478            26.645514      1.446279       15.570013      742390         164.680026     
479            27.101435      1.114977       7.452337       962990         164.553228     
480            28.650305      3.972281       15.223167      270280         164.478529     
481            25.883677      2.014730       22.286503      532920         163.749296     
482            26.878016      3.153178       15.500954      340500         163.552088     
483            28.908945      1.197038       13.749969      896970         163.523063     
484            24.667660      1.014117       12.787203      1058770        163.397626     
485            26.063585      1.479154       11.648115      725890         163.313956     
486            27.787861      2.490889       14.838150      431040         162.744049     
487            24.509789      4.459348       17.413570      240760         162.571838     
488            25.785303      5.551182       18.151783      193400         162.251517     
489            26.948671      1.348029       6.137796       796500         161.671369     
490            24.473471      1.696638       11.161309      632840         160.951780     
491            28.646875      2.407878       13.988480      445900         160.656310     
492            28.252087      1.550713       19.439339      692390         159.994583     
493            27.122494      2.074955       16.696926      517450         159.960239     
494            27.905634      9.399996       7.505912       114200         159.770328     
495            26.936007      1.517170       14.179850      707700         159.415852     
496            29.457012      2.467751       15.236283      435080         158.934228     
497            25.880434      21.155023      9.460229       50730          158.868600     
498            26.726088      1.920013       15.522618      559210         158.600930     
499            24.229738      3.918705       19.141571      273980         157.999647     
500            27.586622      1.322607       6.027378       811810         157.846685     
501            28.879694      1.676834       15.858498      640310         157.710433     
502            28.552515      5.338319       7.901379       201110         157.479975     
503            29.001396      1.287894       11.655077      833690         157.152914     
504            27.190943      1.536777       12.728395      698670         157.136369     
505            26.983953      2.372244       1.503586       452600         157.098973     
506            23.965326      1.396004       16.425364      769130         156.825104     
507            30.959455      1.357996       11.412643      790650         156.755160     
508            27.794409      10.069055      0.676760       106610         156.133145     
509            27.248503      21.557943      19.851822      49780          155.953826     
510            24.309486      1.798640       7.214710       596950         155.898492     
511            26.159407      1.784466       10.810286      601690         155.526499     
512            27.035242      4.460227       14.967885      240710         155.513958     
513            27.032064      1.445753       6.225588       742660         154.430801     
