time_res: 6.4e-05
Time taken to load models: 10.02s
Processing file: /hercules/results/atya/BinaryML/sims/runBF/dat_inf_files/obs6927BF.dat
Time taken to do fft and normalize: 1.28s
T_obs: 17.895697066666667
freq_res: 0.0009313225746154785
fft_size: 8388609
Number of signals found: 1286
Time taken for search: 30.28s

---------------------------------------------------------------------------
Index          f Value        period [ms]    z Value        Start Index    Confidence
514            27.576078      2.755887       7.191748       389590         153.983407     
515            26.831739      4.103313       2.587571       261650         153.328514     
516            26.308304      4.349840       11.664083      246820         151.416756     
517            26.755987      2.181884       6.265679       492090         151.271317     
518            28.099676      1.429582       8.130661       751060         151.130277     
519            27.228640      5.526000       18.840874      194280         151.078839     
520            28.415781      7.780263       5.907042       137980         151.075080     
521            28.898062      1.204112       15.101655      891700         150.953461     
522            29.141584      1.259050       9.285301       852790         150.858087     
523            25.978285      4.861508       20.229061      220840         150.768578     
524            28.377825      3.313728       10.170978      324000         150.583296     
525            25.373182      1.002518       20.045555      1071020        150.315532     
526            28.916719      1.046462       12.341266      1026040        149.725280     
527            26.144842      4.181789       12.844631      256740         149.257852     
528            29.266901      9.764905       12.577176      109930         149.218126     
529            26.663240      1.024439       9.418471       1048100        148.496824     
530            27.949177      1.961538       19.779964      547370         148.350800     
531            26.605824      4.966966       12.065968      216150         148.232639     
532            27.212362      9.784665       3.300610       109710         148.084022     
533            25.226179      1.380299       20.249783      777880         148.080998     
534            29.035601      1.020290       12.134623      1052360        147.762201     
535            27.685921      4.252650       16.742107      252460         147.369535     
536            23.097511      2.711996       17.463715      395900         147.368975     
537            28.388433      9.928413       12.042205      108120         147.356388     
538            24.630404      2.155222       10.547491      498180         147.356199     
539            28.927935      8.348241       13.495670      128590         147.309077     
540            27.494873      2.225245       16.593723      482500         147.232692     
541            27.906134      3.268442       15.511788      328490         146.949432     
542            28.111032      1.449341       11.215212      740820         146.433754     
543            25.865023      2.554972       19.617016      420230         146.300406     
544            26.840624      4.458194       19.724688      240820         146.238993     
545            25.975704      1.135495       13.299566      945590         146.131990     
546            25.959261      1.383731       11.911841      775950         145.956120     
547            30.212446      2.933238       7.602759       366030         145.835179     
548            27.511709      1.111456       8.252157       966040         145.782126     
549            23.298248      2.235270       16.715437      480340         145.515155     
550            24.302244      1.534543       21.876965      699690         144.581197     
551            25.493967      1.002817       13.994279      1070700        144.465245     
552            28.923820      4.178001       7.290130       256970         144.266717     
553            28.119293      6.170642       15.727410      173980         144.230588     
554            28.645021      1.816027       7.964364       591230         143.677234     
555            25.647778      4.274184       18.968246      251190         143.429174     
556            25.746962      3.431409       11.949865      312890         143.413555     
557            26.180063      3.474486       13.818985      309010         143.077823     
558            28.595982      1.285243       9.837351       835410         143.073054     
559            27.191042      2.115092       12.335849      507630         142.411071     
560            26.688742      2.195357       6.756393       489070         142.123441     
561            25.108202      2.338262       12.243265      459180         142.008468     
562            30.189953      1.562169       15.293768      687310         141.654492     
563            26.478365      3.994479       21.180958      268780         141.574731     
564            24.302324      2.764353       19.650970      388400         140.707985     
565            28.567667      5.269677       6.696505       203730         140.230771     
566            28.520691      2.234595       19.443483      480480         140.034911     
567            29.662821      1.098592       17.669046      977350         139.992254     
568            26.959436      3.794047       3.826524       282980         139.983399     
569            27.150291      1.837444       12.638552      584340         139.846694     
570            28.834742      1.198200       13.612150      896100         139.799874     
571            26.603197      2.763056       22.597855      388580         139.379724     
572            26.394381      1.132691       11.966804      947930         139.088189     
573            27.739847      1.020340       16.619429      1052310        138.735330     
574            25.764198      24.234811      9.301942       44280          138.687080     
575            27.747093      1.010212       17.120911      1062860        138.645559     
576            24.323978      1.936888       17.497644      554340         138.501359     
577            25.353132      1.373747       20.830578      781590         138.438533     
578            28.054197      6.478938       14.927984      165700         138.430703     
579            27.916010      1.873608       10.660267      573060         138.426329     
580            26.330032      14.542188      6.551982       73810          138.021882     
581            31.067549      2.538991       10.822018      422870         136.590435     
582            27.023947      3.182051       10.617203      337410         136.069469     
583            26.613297      1.402509       14.751242      765560         136.060187     
584            28.595287      2.652402       15.522524      404790         135.989618     
585            29.210638      1.050762       17.471191      1021840        135.664003     
586            25.971251      2.272826       19.405548      472400         135.524595     
587            27.250656      1.166087       12.718395      920780         135.454122     
588            27.321039      1.055111       11.409153      1017630        135.235725     
589            27.748350      7.541500       10.415332      142350         135.039585     
590            25.908232      2.961181       4.836149       362580         134.984743     
591            28.790091      2.173660       14.675467      493950         134.798129     
592            27.704737      1.055038       6.002224       1017700        134.481697     
593            25.259319      4.562993       20.989397      235290         134.404807     
594            25.148527      1.242160       4.644830       864390         134.399379     
595            24.469091      1.936294       18.051403      554510         133.950275     
596            26.568199      2.217986       20.790989      484080         133.782224     
597            27.783628      2.279717       11.775379      470970         133.646950     
598            25.999763      5.092058       15.312996      210840         133.178706     
599            25.578886      4.561823       10.000344      235350         133.066277     
600            25.110182      4.342472       19.396324      247240         132.800297     
601            28.887831      5.297226       8.498937       202670         132.293619     
602            27.251551      1.228513       13.902786      873990         132.042093     
603            28.011801      2.776047       0.866722       386760         132.034737     
604            26.805407      3.825409       14.081504      280660         131.993997     
605            27.475496      3.726362       10.736721      288120         131.714211     
606            22.970636      1.680918       16.778400      638760         131.513117     
607            26.285980      1.770022       13.853609      606600         131.170899     
608            27.210546      1.605722       8.342369       668670         130.994747     
609            25.982956      1.041562       8.742053       1030870        130.848358     
610            26.571295      3.552889       7.019903       302190         130.580861     
611            26.154474      1.276098       12.252605      841400         130.500988     
612            25.572107      1.462613       21.913269      734100         130.342561     
613            24.052649      4.486560       12.541954      239300         130.332587     
614            28.124865      1.524577       11.805519      704260         130.298205     
615            26.947517      1.383176       6.236653       776260         130.069387     
616            26.831919      1.071859       3.144836       1001730        129.876447     
617            30.425240      1.410646       13.474233      761140         129.325143     
618            27.111412      1.517041       9.959001       707760         129.287678     
619            27.515911      1.175676       17.855846      913270         129.057591     
620            25.428473      4.166062       20.757845      257710         129.014890     
621            31.664362      2.035214       10.186676      527550         128.903314     
622            24.136244      8.705958       8.026765       123310         128.435106     
623            26.672432      2.254544       14.834675      476230         128.340675     
624            27.839571      2.563744       10.484485      418790         128.314914     
625            28.011766      1.357503       1.377860       790940         128.185699     
626            26.685728      5.936648       4.505042       180840         128.159770     
627            28.219849      1.514919       15.940357      708750         127.580724     
628            28.038208      1.307340       6.085987       821290         127.564341     
629            27.947680      1.816921       15.314055      590940         127.487941     
630            28.495672      1.236177       4.098980       868570         127.152884     
631            25.732916      1.864019       10.441057      576010         126.848934     
632            27.392740      1.147139       7.652873       935990         126.589678     
633            24.992579      20.101881      18.891464      53390          126.521068     
634            26.962227      1.745363       15.717166      615170         126.339132     
635            24.556347      1.551842       17.630306      691890         126.192025     
636            24.108324      2.122338       12.695922      505900         125.547312     
637            24.429743      2.179769       10.339660      492570         125.115453     
638            25.075657      1.819392       23.488712      590140         124.900885     
639            21.996443      7.177323       9.792034       149580         123.932617     
640            28.465662      1.238059       7.936415       867250         123.868251     
641            27.326048      3.128643       7.344502       343170         123.805418     
642            26.248018      10.086226      16.997635      106430         123.804291     
643            26.436647      5.305404       15.455247      202360         122.810944     
644            27.289152      1.656530       6.202950       648160         122.561870     
645            27.074640      1.133228       12.037310      947480         122.515956     
646            26.488132      1.462353       20.460398      734230         121.958701     
647            27.966166      5.809726       18.805790      184790         121.888927     
648            27.691263      9.368846       15.112751      114580         121.554091     
649            25.472696      7.049460       11.578098      152290         121.374958     
650            28.589758      1.185959       14.165561      905350         121.038921     
651            26.307871      6.680976       7.118404       160690         120.889354     
652            26.369837      3.865768       12.815389      277730         120.591314     
653            26.622622      1.287218       15.424008      834130         120.503509     
654            27.420103      5.267380       6.273404       203820         120.480816     
655            25.845705      1.184393       18.069912      906550         120.226490     
656            27.587013      5.649263       8.864305       190040         120.034806     
657            28.514509      1.285705       12.681261      835110         119.951750     
658            27.450766      3.292904       2.894625       326050         119.949869     
659            28.981358      5.934932       14.756754      180890         119.427447     
660            26.719934      1.266195       17.287121      847980         119.302223     
661            28.922441      6.942195       2.006132       154640         118.830625     
662            24.854700      1.666434       14.993034      644310         118.812823     
663            27.891130      1.203102       5.562903       892450         118.773386     
664            26.753775      1.467308       16.453907      731750         118.671242     
665            28.329706      1.911769       6.867511       561620         118.388371     
666            28.477861      1.165150       9.619707       921520         118.370902     
667            27.078579      1.646649       11.803308      652050         118.197967     
668            28.536280      2.462267       4.302943       436050         118.073578     
669            25.751364      2.186465       18.940224      491060         117.392166     
670            28.628813      3.685040       8.891518       291350         117.352915     
671            28.318138      2.234038       2.012384       480600         117.253544     
672            26.568295      1.357163       8.485070       791140         116.830149     
673            25.817152      1.154455       4.223166       930060         116.712364     
674            26.521463      1.269564       10.755752      845730         116.669240     
675            27.370872      3.155954       16.609966      340200         116.493439     
676            29.879383      23.126095      18.171589      46400          116.389858     
677            28.418631      12.896496      8.784357       83230          116.354360     
678            27.906965      1.080660       17.096395      993570         116.300102     
679            28.561983      3.014532       12.325882      356160         116.128589     
680            28.853529      24.387231      12.857481      44000          115.854271     
681            25.868628      1.536340       7.137914       698870         115.259039     
682            28.035810      1.136045       8.910690       945130         115.205003     
683            27.578871      1.605025       6.249292       668960         115.058229     
684            25.601618      6.328950       11.172110      169630         114.735143     
685            25.396194      4.420776       11.950338      242860         114.709282     
686            29.115259      4.780704       8.419367       224570         114.633453     
687            26.082415      3.869952       22.063299      277430         114.027868     
688            28.982487      1.176885       11.315908      912330         113.919951     
689            27.606043      1.115405       6.551412       962620         113.851912     
690            27.958464      20.074459      1.922356       53460          112.859337     
691            26.390728      1.114758       6.947117       963180         112.379061     
692            25.455982      1.186291       9.781422       905100         112.284840     
693            24.963362      9.682512       14.238861      110870         111.752332     
694            27.925703      2.294526       8.092279       467930         111.666590     
695            26.590410      1.025359       17.650311      1047160        111.255394     
696            28.101912      1.107329       7.250856       969640         110.935582     
697            27.797838      5.249344       6.217343       204520         110.781081     
698            27.186487      1.624231       10.526766      661050         110.219185     
699            25.929070      1.295107       17.624725      829050         110.166346     
700            29.500223      1.098514       12.140030      977420         109.199473     
701            26.549366      2.209634       5.233277       485910         109.024228     
702            24.620918      1.137662       15.632141      943790         108.077271     
703            27.426626      4.405864       10.098030      243680         108.065733     
704            26.699745      1.918881       20.793262      559540         107.836037     
705            26.527121      3.563028       15.221772      301330         107.309339     
706            28.232992      1.234458       12.134681      869780         107.038926     
707            25.476448      2.982405       14.226580      360000         106.847829     
708            26.323372      1.306134       1.406864       822050         106.511410     
709            26.646990      1.557058       4.050944       689570         106.443629     
710            26.874149      2.206001       15.245003      486710         106.157468     
711            26.021406      4.714232       17.695663      227740         105.970055     
712            25.939123      14.349861      22.764374      74800          105.094780     
713            28.895582      4.095142       9.117127       262170         104.640210     
714            25.329710      4.534664       21.032038      236760         104.560647     
715            28.739389      1.229172       17.064520      873520         104.532336     
716            26.470690      1.565640       7.049206       685790         104.523604     
717            28.617128      1.240505       12.306580      865540         104.445764     
718            25.480825      1.871982       10.477787      573560         104.426830     
719            26.185091      1.033730       17.680630      1038680        104.191816     
720            29.516214      7.918478       16.571695      135570         104.039728     
721            22.714865      2.439975       11.768619      440040         103.870169     
722            24.864950      1.358471       11.491394      790380         103.500216     
723            27.077311      2.996959       7.449524       358250         103.489626     
724            25.979452      1.279946       21.132021      838870         103.258214     
725            28.765318      3.758827       12.931568      285630         103.257127     
726            25.838858      5.807594       13.249011      184860         103.092320     
727            25.467710      1.106100       11.509257      970720         103.079972     
728            29.550432      6.561227       12.468460      163620         103.068111     
729            26.327707      1.374255       4.439083       781300         102.983969     
730            24.491713      1.764965       6.017229       608340         102.676086     
731            28.186853      1.174518       14.330017      914170         102.657132     
732            26.673748      3.909112       17.921221      274650         102.497766     
733            26.349918      1.136432       21.832218      944810         102.300872     
734            28.297010      2.084538       19.929977      515070         102.213701     
735            27.450331      3.156788       17.825335      340110         101.927803     
736            26.257795      2.628587       17.060593      408460         101.787571     
737            26.423006      1.973368       7.256302       544090         101.343031     
738            23.521421      3.280770       23.164209      327260         101.318978     
739            25.328232      10.970505      9.809767       97850          100.986652     
740            27.082846      1.669227       18.044687      643230         100.923076     
741            29.176630      1.552572       13.713352      691560         100.899587     
742            29.612316      3.002301       7.631388       357610         100.782046     
743            27.747599      1.371147       7.948598       783070         100.668654     
744            28.047220      3.453678       5.666834       310870         100.346826     
745            28.845446      4.700964       7.415332       228380         100.273586     
746            28.900719      1.743374       8.602495       615870         99.920395      
747            22.699665      1.675176       13.338966      640950         99.719771      
748            29.519545      2.422705       10.149220      443170         99.522269      
749            27.511190      1.505237       11.272449      713310         99.141387      
750            26.010986      2.389034       7.617298       449420         99.026920      
751            22.677315      1.540226       14.317181      697110         98.929342      
752            26.062674      3.035518       14.740097      353700         98.783305      
753            26.226824      2.422997       12.837023      443120         98.663605      
754            31.404959      7.214484       6.923731       148800         98.548613      
755            27.655863      1.452754       15.674653      739080         98.411654      
756            26.479904      1.337785       13.120742      802600         97.898656      
757            27.682192      5.101695       17.971727      210440         97.468760      
758            25.125151      6.831065       9.829807       157160         97.464022      
759            26.825886      3.341380       15.203573      321320         97.332149      
760            24.505602      4.535829       12.010284      236700         96.822127      
761            25.984900      1.357078       14.993915      791190         96.614583      
762            24.213633      1.092840       19.494020      982500         96.533056      
763            29.068760      11.350448      15.824535      94570          96.190159      
764            27.582846      1.643195       6.390763       653420         96.136896      
765            25.264055      1.062590       8.432966       1010470        96.061448      
766            26.539473      4.981947       4.865058       215500         95.989712      
767            28.532728      2.239068       15.469015      479520         95.988129      
768            25.817303      2.611775       7.256870       411090         95.901588      
769            25.524565      1.732301       12.470409      619810         95.716011      
770            26.375338      1.131211       3.606699       949170         95.253900      
771            27.592886      1.504288       13.799051      713760         95.032089      
772            26.732313      23.772847      16.149162      45140          94.709352      
773            27.788515      13.107554      21.355898      81890          94.561604      
774            25.714510      1.318323       18.359932      814450         94.381932      
775            25.849966      3.773528       18.561781      284520         94.345652      
776            26.748655      2.486223       9.918306       431850         94.267459      
777            25.918257      2.391482       9.738344       448960         94.201922      
778            27.664978      17.494016      18.153553      61350          94.123179      
779            27.749647      1.945968       7.545599       551750         93.896084      
780            28.430693      1.010563       17.549034      1062490        93.388812      
781            23.972990      2.828584       6.124818       379580         93.205934      
782            25.958464      3.433162       8.977346       312730         93.178865      
783            24.800734      1.300678       12.859619      825500         93.163220      
784            24.958380      1.935873       13.070411      554630         92.837061      
785            26.511099      1.404233       14.440673      764620         92.252113      
786            27.849333      1.260530       9.152658       851790         91.468151      
787            29.861294      3.858496       7.390160       278250         91.075381      
788            25.468439      1.883442       15.958893      570070         91.065439      
789            26.043983      1.447002       18.769993      742020         90.937566      
790            27.767431      3.560887       11.162333      301510         90.798856      
791            26.746408      8.351629       7.428895       128540         90.671052      
792            25.369020      4.827859       15.756616      222380         90.611318      
793            26.136045      1.015737       16.143173      1057080        90.313743      
794            27.314951      4.902095       2.933040       219010         90.280057      
795            26.688303      2.241788       19.148174      478940         89.808770      
796            25.934822      1.668166       13.740717      643640         89.556749      
797            27.341988      2.398365       13.477569      447670         89.388432      
798            27.317636      3.175273       10.378798      338130         88.682268      
799            26.008821      1.205928       9.770555       890360         87.517521      
800            26.341787      1.093884       20.333138      981560         87.350128      
801            26.714651      1.825946       8.166630       588020         87.313654      
802            28.670971      6.202704       13.608845      173080         87.258929      
803            25.165689      2.375035       15.530816      452070         87.236805      
804            27.454134      1.364283       18.545315      787010         87.201102      
805            28.801805      1.307673       18.138062      821080         87.057386      
806            26.685045      2.054274       15.780377      522660         86.857160      
807            27.267878      1.147961       3.531528       935320         86.811829      
808            28.378546      2.317353       9.013594       463320         86.715901      
809            26.040770      4.331769       12.159750      247850         86.671930      
810            22.382917      2.619826       11.453963      409830         86.488812      
811            29.239784      1.494818       15.163733      718280         86.095235      
812            24.103018      4.438525       16.970524      241890         85.974960      
813            26.167532      6.361551       8.055458       168760         85.727740      
814            23.686655      1.239638       14.092393      866150         85.701989      
815            28.917385      6.690442       13.737377      160460         85.341590      
816            29.015047      2.735934       4.783271       392430         85.281117      
817            27.981016      1.035932       8.901058       1036470        85.106698      
818            23.297436      2.078505       18.411953      516570         84.941160      
819            26.432119      2.308098       20.364826      465180         84.653677      
820            26.865545      6.020525       18.006054      178320         84.407476      
821            28.704386      1.217313       9.966862       882030         83.846001      
822            26.030817      1.436701       15.456404      747340         83.759953      
823            28.914717      1.454700       7.335312       738090         83.324058      
824            27.792177      1.765187       20.610153      608260         83.232490      
825            28.000296      2.484030       11.094117      432230         82.958051      
826            25.183281      1.054099       9.385265       1018610        82.837412      
827            26.732700      1.016794       21.658821      1055980        82.828054      
828            27.319387      2.369625       14.333350      453100         82.491440      
829            28.314470      2.450356       4.324209       438170         82.419473      
830            27.733549      1.080911       7.189743       993340         82.268239      
831            24.849470      1.204591       16.418806      891350         82.055675      
832            22.010452      1.142021       12.633223      940190         81.897120      
833            27.685228      1.154390       8.444769       930110         81.863061      
834            26.126286      1.039293       2.355841       1033120        81.842129      
835            25.021660      1.198139       16.419878      896150         81.502127      
836            28.773396      2.638583       7.296450       406910         81.305322      
837            22.483358      1.612388       15.530536      665910         81.194443      
838            28.082487      1.996329       18.033754      537830         81.155751      
839            26.514868      2.638922       13.699101      406860         81.048805      
840            26.708242      2.311973       15.117100      464400         80.545400      
841            27.499826      1.279121       10.245801      839410         80.437342      
842            24.986181      1.593810       21.328400      673670         80.170407      
843            26.526846      1.327235       16.798100      808980         80.028171      
844            27.190889      3.247886       10.431950      330570         79.767402      
845            26.259951      1.239563       9.166789       866200         79.647766      
846            27.604656      1.186366       18.683277      905040         79.489484      
847            23.906157      11.849636      9.202725       90590          79.409627      
848            27.185198      3.843204       9.250995       279360         79.279742      
849            28.054129      3.680247       10.164562      291730         79.167249      
850            26.045437      2.720358       19.820730      394680         79.078615      
851            28.968702      6.111954       13.807328      175650         78.700179      
852            29.763220      1.282708       14.347649      837060         78.612477      
853            26.469568      1.751314       18.879883      613080         78.257501      
854            27.039137      1.643071       8.734230       653470         78.157158      
855            26.139650      1.427799       16.668354      752000         78.124974      
856            25.080078      1.124920       16.267685      954480         77.997766      
857            25.486347      1.299968       7.152737       825950         77.910150      
858            23.501974      1.655084       19.043306      648730         77.480268      
859            30.433935      2.015771       5.159530       532640         77.418959      
860            25.215040      3.505349       17.170635      306290         77.229886      
861            26.237410      3.491205       2.449318       307530         77.216144      
862            25.307611      7.652350       21.991329      140290         77.157084      
863            25.383505      1.505663       9.938661       713110         76.946292      
864            28.459997      6.867181       13.304804      156330         76.731865      
865            25.665857      1.603975       19.118549      669400         76.579532      
866            26.795187      1.794844       3.076273       598210         76.330863      
867            26.558424      1.964665       6.702392       546500         76.259483      
868            25.094446      1.838929       10.420679      583870         76.041933      
869            30.788069      2.654486       8.650110       404470         76.038700      
870            27.480656      1.186131       21.617790      905220         75.957604      
871            27.765558      1.048978       4.792795       1023580        75.754967      
872            29.618265      1.023743       12.658193      1048810        75.203701      
873            24.982450      1.431284       7.561395       750170         74.780593      
874            27.592508      1.176952       8.323547       912280         74.277916      
875            27.158716      2.798410       16.605286      383670         74.109716      
876            26.827024      1.096733       19.516171      979010         74.046329      
877            29.409573      1.173925       7.362341       914630         73.907073      
878            25.607553      1.178336       9.172873       911210         73.835479      
879            26.055149      1.794636       18.085129      598280         73.569727      
880            27.400030      3.950377       5.361684       271780         73.501788      
881            27.496103      1.128618       18.221222      951350         73.266157      
882            30.434492      1.849142       15.270072      580640         73.202882      
883            26.199739      1.785890       5.059806       601210         73.079619      
884            27.760347      1.094195       1.944275       981280         72.836059      
885            27.042938      1.460363       11.371914      735230         72.830273      
886            27.832640      2.354760       6.713669       455960         72.704994      
887            28.366095      2.547742       18.161976      421420         71.192127      
888            24.847788      3.481711       2.182786       308370         71.069055      
889            26.204866      1.068978       9.920570       1004430        70.313142      
890            25.924175      1.253425       13.780890      856620         69.881128      
891            20.982773      14.946090      13.527606      71820          69.803531      
892            28.405687      2.064974       6.224842       519950         69.073997      
893            27.803030      2.093032       10.540358      512980         68.667712      
894            24.107222      2.000323       13.142186      536760         68.382857      
895            24.930014      1.977371       6.392587       542990         68.343536      
896            25.790367      1.378314       21.221382      779000         67.893722      
897            26.849215      1.559749       8.013756       688380         67.201461      
898            28.330187      1.283768       13.297698      836370         66.934102      
899            27.691133      3.896755       2.553143       275520         66.799306      
900            27.023739      2.984962       16.893223      359690         66.573516      
901            26.016642      1.457035       17.942741      736910         66.044815      
902            26.798838      1.339069       8.958028       801830         65.960724      
903            28.426626      1.195679       20.243965      897990         65.792940      
904            25.495024      1.046129       8.343712       1026370        65.712557      
905            26.739542      1.780528       9.650891       603020         65.698150      
906            27.428827      1.490982       13.953521      720130         63.889426      
907            25.108799      1.061949       15.564631      1011080        63.833595      
908            28.070414      8.415032       16.937376      127570         63.737281      
909            25.498846      1.816713       21.207340      591010         63.650079      
910            26.609480      1.088958       21.547426      986000         63.592446      
911            24.340891      2.142580       14.519030      501120         63.143879      
912            28.257244      1.149717       8.325048       933890         63.107517      
913            27.766474      6.685908       8.801172       160570         62.962645      
914            24.585821      2.721196       10.220427      394560         62.906370      
915            26.640989      1.156705       19.704445      928250         62.813626      
916            27.599123      1.659038       16.843496      647180         62.729507      
917            29.593065      1.105708       6.865054       971060         62.681982      
918            27.777182      1.146685       16.381336      936360         62.556389      
919            26.722355      4.167820       18.737701      257600         62.483165      
920            29.694033      1.317362       11.175519      815040         62.244387      
921            27.262907      1.788356       8.968529       600380         62.188079      
922            28.007513      2.306057       10.639464      465590         62.180006      
923            27.026255      1.146943       4.282568       936150         61.921790      
924            26.085506      1.631638       14.796884      658050         60.825015      
925            26.720133      1.181745       16.964104      908580         60.740049      
926            24.145248      1.534258       17.307844      699820         59.951214      
927            28.396751      2.322616       11.611481      462270         59.785630      
928            26.599564      1.242575       9.428351       864100         59.704302      
929            27.492071      1.687802       5.831895       636150         59.619923      
930            27.049553      1.349164       8.822517       795830         59.544653      
931            27.688471      2.146592       8.241632       500180         59.477250      
932            24.799570      1.508351       11.034719      711840         59.438638      
933            26.357401      1.066896       9.570304       1006390        58.944754      
934            28.364954      1.100113       8.625036       976000         58.791449      
935            26.441172      1.339621       15.455319      801500         58.371717      
936            25.066572      1.899369       9.229979       565290         58.286848      
937            28.315435      3.277317       8.065134       327600         58.190212      
938            26.926414      3.558183       13.424863      301740         57.960448      
939            28.398157      1.202993       6.328262       892530         57.959388      
940            27.536528      2.117719       18.045547      507000         57.772727      
941            25.732874      6.846720       11.768511      156800         57.570225      
942            27.929241      1.950067       14.522202      550590         57.500761      
943            31.540960      18.121754      10.903564      59220          57.473238      
944            27.528128      4.267018       15.826366      251610         57.464072      
945            27.946733      1.640433       20.342432      654520         57.192216      
946            25.410908      2.177466       16.483181      493090         57.118903      
947            27.279799      1.527507       11.782259      702910         56.850864      
948            27.164564      1.192428       9.870516       900440         56.309081      
949            28.713362      1.119439       5.049042       959150         55.998747      
950            27.779242      1.129247       17.274170      950820         55.978346      
951            27.787786      1.408042       12.110786      762550         55.636058      
952            27.073046      1.620285       7.150721       662660         55.585410      
953            28.365591      1.758882       16.975628      610440         55.499692      
954            27.430498      1.911602       2.009726       561670         55.325050      
955            26.390104      1.475150       4.555040       727860         55.090890      
956            27.355301      10.914522      12.493631      98350          54.772212      
957            26.308084      22.223176      17.352930      48290          54.529129      
958            25.398708      3.812931       15.395434      281580         54.203151      
959            23.865511      5.357622       13.614868      200390         53.716490      
960            25.239847      1.264229       12.961238      849300         53.681407      
961            27.606295      2.024028       16.801798      530470         53.524907      
962            28.722761      2.507871       7.894318       428120         53.159939      
963            27.696615      1.275731       11.315741      841640         53.144492      
964            29.153433      3.157422       10.923933      340040         52.947743      
965            27.332544      1.956821       16.540552      548690         52.936257      
966            27.497751      1.198630       2.948954       895780         52.125207      
967            27.393570      7.734923       13.767207      138790         52.050248      
968            28.902878      1.142888       9.926500       939470         51.969489      
969            27.977457      4.729766       12.989629      226990         51.646009      
970            26.812773      3.321843       13.571760      323210         51.588637      
971            25.977026      1.245950       20.244713      861760         51.471485      
972            26.379255      3.794860       12.033879      282920         51.414398      
973            27.776527      4.295865       18.382069      249920         51.147845      
974            24.499678      1.282287       10.982334      837340         50.435160      
975            29.549990      1.200584       11.475613      894320         50.357721      
976            24.956062      2.360210       17.113585      454910         50.193814      
977            27.036163      4.021851       6.302736       266950         49.981469      
978            28.597509      2.603777       7.696091       412350         49.976696      
979            25.980146      20.124114      10.101442      53330          49.782270      
980            26.518114      1.579040       10.322575      679970         49.601900      
981            29.002691      1.599642       16.076307      671210         49.555627      
982            27.211306      4.094388       20.115189      262220         49.113759      
983            28.073584      1.592337       7.234288       674290         48.952302      
984            24.357388      1.198287       11.098848      896040         48.813663      
985            29.391239      4.519127       18.432196      237570         48.710742      
986            25.833967      2.676420       12.182158      401160         48.680648      
987            26.425961      3.429976       18.575405      313020         48.437185      
988            28.501377      13.285842      20.028288      80790          48.185154      
989            26.206190      1.089909       11.531143      985140         48.115225      
990            27.415405      1.479050       8.089205       725940         47.820677      
991            27.039280      1.092570       11.499287      982740         46.684149      
992            27.674551      1.451988       20.298523      739470         46.666074      
993            26.828241      5.139812       11.364788      208880         46.449909      
994            29.118208      1.069966       12.319165      1003500        46.335056      
995            27.413843      3.793237       21.273464      283040         46.310176      
996            26.290171      2.476649       14.211554      433520         46.157820      
997            27.453230      8.126561       3.298980       132100         46.118736      
998            25.642698      2.718914       11.405541      394890         46.079163      
999            28.312624      3.672440       18.754568      292350         45.993025      
1000           26.434687      2.296055       4.555624       467620         45.936784      
1001           27.711630      3.570360       10.616862      300710         45.815758      
1002           27.178583      2.101473       14.089379      510920         45.703138      
1003           27.297407      1.159527       13.731882      925990         45.540093      
1004           25.341602      1.194845       10.648733      898620         45.350353      
1005           25.335949      2.432663       13.731700      441360         45.252084      
1006           27.109058      1.259703       7.648724       852350         45.246899      
1007           27.938028      17.313407      9.731187       61990          44.415784      
1008           26.941690      1.031297       5.145413       1041130        44.205168      
1009           22.574776      5.417396       13.311326      198180         44.164619      
1010           27.771965      1.237874       6.468586       867380         44.098145      
1011           28.167324      2.921125       10.482950      367550         44.079718      
1012           24.107264      5.415988       11.595217      198230         44.057908      
1013           26.334646      1.721992       17.404610      623520         43.643011      
1014           26.862497      1.099664       5.745650       976400         43.295607      
1015           25.727060      4.302786       21.864525      249520         43.205643      
1016           26.783209      13.771786      8.266401       77940          42.425120      
1017           24.934141      1.254320       13.778361      856010         42.364659      
1018           28.275639      2.103692       4.213035       510380         42.200037      
1019           25.460428      1.807112       14.781214      594150         42.076248      
1020           26.836603      1.920219       15.925402      559150         41.845798      
1021           26.816351      4.450433       21.299843      241240         41.833303      
1022           26.984098      1.270149       7.506152       845340         41.808224      
1023           28.561052      2.650111       4.404262       405140         41.794389      
1024           30.206911      5.054325       10.692459      212410         41.755569      
1025           29.458450      1.322457       10.628162      811900         41.674800      
1026           28.194174      1.173029       6.134776       915330         41.651418      
1027           23.787348      3.340684       16.238209      321390         41.516103      
1028           27.363382      11.317155      19.070427      94850          41.047122      
1029           26.202719      7.199257       17.640419      149120         40.977995      
1030           24.960665      2.468060       12.429449      435030         40.801674      
1031           24.214760      1.162040       21.776646      923990         40.458841      
1032           27.226273      4.117784       17.159155      260730         40.380981      
1033           26.401770      4.043366       21.448320      265530         40.160840      
1034           28.080473      2.776837       15.084923      386650         40.062780      
1035           25.497446      1.440113       13.160294      745570         39.940629      
1036           27.673744      3.409487       3.317583       314900         39.912074      
1037           25.280294      3.923272       7.649294       273660         39.859376      
1038           28.516783      4.403134       11.617647      243830         39.491766      
1039           26.320681      3.675860       5.122310       292080         39.460107      
1040           26.487741      4.045345       5.560358       265400         39.281534      
1041           26.499865      1.168703       11.146675      918720         38.736263      
